stadium_id,球場名,category_id,カテゴリ名,判定,一言要約,詳細・条件,情報源種別,公式ページ名,公式URL,確認日,検証状態
hawks_paypay,みずほPayPayドーム福岡,can,缶,不可,缶は持ち込み不可,場外での移し替え対応もありません。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,一次情報確認済
hawks_paypay,みずほPayPayドーム福岡,carry_case,キャリーケース,不可,キャリーケースは持ち込み不可,通行の妨げになる物として明記されています。場外の有料コインロッカーを利用してください。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,一次情報確認済
hawks_paypay,みずほPayPayドーム福岡,cashless,キャッシュレス,条件付き,キャッシュレス対応・窓口は完全キャッシュレス,2026年からチケット窓口は完全キャッシュレスです。ドーム内は完全キャッシュレス実施日もあるため、現金だけでの来場は避けてください。,球団公式,2026年 チケット窓口の完全キャッシュレス化,https://www.softbankhawks.co.jp/news/detail/202600916383.html,2026/07/25,一次情報確認済
hawks_paypay,みずほPayPayドーム福岡,food,飲食物,条件付き,ドーム敷地外の飲食物は持ち込み不可,ドーム外周店舗、鷹マルシェ、BOSS E・ZO FUKUOKA、HAWKS STORE等の敷地内で購入し、確認シール等がある飲食物は持ち込めます。アレルギー対応食・離乳食等は係員へ申告してください。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,一次情報確認済
hawks_paypay,みずほPayPayドーム福岡,glass_bottle,ビン,不可,ビンは持ち込み不可,場外での移し替え対応もありません。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,一次情報確認済
hawks_paypay,みずほPayPayドーム福岡,large_baggage,大型荷物,不可,通行の妨げになる大型荷物は不可,キャリーケース、アイスボックス等は持ち込み禁止です。場外の有料コインロッカーを利用してください。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,一次情報確認済
hawks_paypay,みずほPayPayドーム福岡,pet_bottle,ペットボトル,条件付き,1L以内・1人1本まで持ち込み可,熱中症対策・体調管理を目的として、ペットボトル・紙パックは1L以内、1人1本まで認められます。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,一次情報確認済
hawks_paypay,みずほPayPayドーム福岡,reentry,再入場,条件付き,所定の一時退場・再入場手続きが必要,再入場時の注意事項が定められています。実際の退場時にゲート係員へ確認し、再入場に必要な手続きを行ってください。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,一次情報確認済
hawks_paypay,みずほPayPayドーム福岡,stroller,ベビーカー,要公式確認,公式サイトで明確な記載を確認できません,2026年7月25日時点で、確認した公式の観戦ルール・FAQ内に当該項目の明確な記載を確認できません。来場前に球団・球場公式の最新案内をご確認ください。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,更新確認待ち
hawks_paypay,みずほPayPayドーム福岡,umbrella,傘,要公式確認,公式サイトで明確な記載を確認できません,2026年7月25日時点で、確認した公式の観戦ルール・FAQ内に当該項目の明確な記載を確認できません。来場前に球団・球場公式の最新案内をご確認ください。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,更新確認待ち
hawks_paypay,みずほPayPayドーム福岡,water_bottle,水筒,条件付き,2L以内の水筒・タンブラーは持ち込み可,水筒・タンブラーは2L以内に限り持ち込み可能です。,球団公式,2026年野球観戦ルール,https://www.softbankhawks.co.jp/news/detail/202600948202.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,alcohol,アルコール,不可,場外からのアルコール持ち込みは不可,主催者が場内で販売したアルコール飲料は除きます。,球団公式,観戦・応援に関するFAQ,https://www.seibulions.jp/expansion/faq/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,bag_check,手荷物検査,条件付き,必要に応じて手荷物検査あり,試合観戦契約約款に基づき、入場時に手荷物検査を求められる場合があります。係員の指示に従ってください。,球団公式,観戦・応援ルール,https://www.seibulions.jp/stadium/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,can,缶,不可,缶は持ち込み不可,移し替え所や紙コップの用意もありません。,球団公式,観戦・応援に関するFAQ,https://www.seibulions.jp/expansion/faq/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,carry_case,キャリーケース,条件付き,大きなキャリーケースはロッカー利用を推奨,場内での一律禁止を明記した現行案内は確認できませんが、通行を妨げる荷物は避け、狭山スキー場ロッカー等を利用してください。,球団公式,観戦・応援に関するFAQ,https://www.seibulions.jp/expansion/faq/rule.html,2026/07/25,更新確認待ち
lions_belluna,ベルーナドーム,cashless,キャッシュレス,条件付き,現金とキャッシュレスの両方に対応,チケットセンターではクレジットカード、電子マネー、バーコード決済、現金に対応しています。店舗ごとに利用可能な方法が異なるため現地表示を確認してください。,球団公式,ベルーナドームチケットセンター,https://www.seibulions.jp/ticket/howto/window/center.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,food,飲食物,条件付き,飲食物は持ち込み可・容器等に制限あり,ビン・缶・クーラーボックスを除く飲食物は持ち込み可能です。アルコール飲料は場外から持ち込めません。,球団公式,観戦・応援ルール,https://www.seibulions.jp/stadium/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,glass_bottle,ビン,不可,ビンは持ち込み不可,移し替え所や紙コップの用意もありません。,球団公式,観戦・応援に関するFAQ,https://www.seibulions.jp/expansion/faq/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,large_baggage,大型荷物,条件付き,通行や観戦の妨げになる荷物は不可,クーラーボックスは禁止です。その他の大きな荷物は座席・通路を妨げない範囲に限り、必要に応じて隣接ロッカーを利用してください。,球団公式,観戦・応援ルール,https://www.seibulions.jp/stadium/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,pet_bottle,ペットボトル,可,ペットボトルは持ち込み可,公式ルールではビン・缶・クーラーボックスが禁止対象で、ペットボトルは一律禁止されていません。,球団公式,観戦・応援ルール,https://www.seibulions.jp/stadium/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,reentry,再入場,条件付き,再入場証と観戦チケットで再入場可,一時退場時に再入場口で受け取る再入場証と観戦チケットが必要です。,球団公式,観戦・応援ルール,https://www.seibulions.jp/stadium/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,stroller,ベビーカー,条件付き,場内のベビーカー預かり所を利用,客席ではなく、場内のベビーカー預かり所に預けます。,球団公式,観戦・応援に関するFAQ,https://www.seibulions.jp/expansion/faq/rule.html,2026/07/25,一次情報確認済
lions_belluna,ベルーナドーム,umbrella,傘,要公式確認,公式サイトで明確な記載を確認できません,2026年7月25日時点で、確認した公式の観戦ルール・FAQ内に当該項目の明確な記載を確認できません。来場前に球団・球場公式の最新案内をご確認ください。,球団公式,観戦・応援ルール,https://www.seibulions.jp/stadium/rule.html,2026/07/25,更新確認待ち
lions_belluna,ベルーナドーム,water_bottle,水筒,可,水筒は持ち込み可,公式ルールではビン・缶・クーラーボックスが禁止対象で、水筒は一律禁止されていません。,球団公式,観戦・応援ルール,https://www.seibulions.jp/stadium/rule.html,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,alcohol,アルコール,不可,場外からのアルコール持ち込みは不可,持ち込み可能なペットボトル等はアルコールを除く飲料に限られます。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,bag_check,手荷物検査,可,入場ゲートで手荷物検査あり,検査時または場内で禁止物が見つかった場合、回収・処分されることがあります。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,can,缶,不可,缶は持ち込み不可,持ち込み禁止物として扱われます。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,carry_case,キャリーケース,不可,スーツケースは持ち込み不可,球場外周の貸出ロッカー等を利用してください。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,cashless,キャッシュレス,条件付き,現金と複数のキャッシュレス決済に対応,QR決済・クレジットカード・電子マネー等を利用できますが、完全キャッシュレスではありません。店舗により対応方法が異なります。,球団公式,2026年スタジアム決済サービス案内,https://www.marines.co.jp/news/detail/202600785763.html,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,food,飲食物,条件付き,一般の飲食物は持ち込み不可,球場外周で購入した飲食物、乳幼児用、子ども用の適度なお菓子、健康上必要なもの等は例外です。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,glass_bottle,ビン,不可,ビンは持ち込み不可,持ち込み禁止物として扱われます。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,large_baggage,大型荷物,不可,クーラーボックスなど大型荷物は不可,アイスボックス、クーラーボックス、スーツケース等は持ち込めません。外周ロッカー等を利用してください。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,pet_bottle,ペットボトル,条件付き,750ml以下・ノンアルコールなら持ち込み可,アルコールを除く750ml以下のペットボトルは持ち込めます。入場ゲートでクルーへ声をかけてください。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,reentry,再入場,条件付き,所定の再入場手続きで再入場可,チケットと専用スタンプ等による再入場手続きが必要です。場内飲食物を持って再入場する際は指定シールを貼る場合があります。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,stroller,ベビーカー,条件付き,外周のベビーカー置き場を利用,フィールドテラス・スイートを除き、必要に応じて球場外周のベビーカー置き場を利用します。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
marines_zozo,ZOZOマリンスタジアム,umbrella,傘,要公式確認,公式サイトで明確な記載を確認できません,2026年7月25日時点で、確認した公式の観戦ルール・FAQ内に当該項目の明確な記載を確認できません。来場前に球団・球場公式の最新案内をご確認ください。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,更新確認待ち
marines_zozo,ZOZOマリンスタジアム,water_bottle,水筒,可,水筒は持ち込み可,水筒は持ち込み可能な飲食物として明記されています。入場ゲートで確認を受ける場合があります。,球団公式,スタジアムルール,https://www.marines.co.jp/stadium/rule/,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,alcohol,アルコール,要公式確認,公式サイトで明確な記載を確認できません,2026年7月25日時点で、確認した公式の観戦ルール・FAQ内に当該項目の明確な記載を確認できません。来場前に球団・球場公式の最新案内をご確認ください。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,更新確認待ち
swallows_jingu,明治神宮野球場,bag_check,手荷物検査,可,入場時に手荷物検査あり,入場時に手荷物検査を実施します。係員の指示に従ってください。,球場公式,プロ野球開催時のFAQ,https://www.jingu-stadium.com/qa/qa_pro.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,can,缶,不可,缶は持ち込み不可,移し替えサービス・紙コップの用意はありません。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,carry_case,キャリーケース,不可,スーツケースは持ち込み不可,入口での預かりはありません。来場前にロッカー等へ保管してください。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,cashless,キャッシュレス,条件付き,現金と各種キャッシュレス決済に対応,クレジットカード、電子マネー、QR決済等が利用できます。店舗や売り場により利用可能な方法が異なります。,球場公式,使用可能な決済方法について,https://www.jingu-stadium.com/news/2025/20250313_6236.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,food,飲食物,可,一般の飲食物は持ち込み可,一般食品の一律禁止はありません。ただしビン・缶・アイスボックス類は持ち込めません。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,glass_bottle,ビン,不可,ビンは持ち込み不可,移し替えサービス・紙コップの用意はありません。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,large_baggage,大型荷物,不可,自席に置けない大型荷物は不可,バット、ゴルフクラブ、ラケット、スーツケース、楽器等、通行に支障をきたす物は持ち込めません。入口での預かりもありません。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,pet_bottle,ペットボトル,可,ペットボトルは持ち込み可,公式ルールで持ち込み可能と明記されています。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,reentry,再入場,条件付き,チケットと専用スタンプで再入場可,退場時にUVスタンプ等の所定手続きを受け、再入場時にチケットを提示します。,球場公式,プロ野球開催時のFAQ,https://www.jingu-stadium.com/qa/qa_pro.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,stroller,ベビーカー,条件付き,客席への持ち込み不可・各入口で預かり,ベビーカーは客席エリアでは使用できません。各入口で預かります。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,一次情報確認済
swallows_jingu,明治神宮野球場,umbrella,傘,要公式確認,公式サイトで明確な記載を確認できません,2026年7月25日時点で、確認した公式の観戦ルール・FAQ内に当該項目の明確な記載を確認できません。来場前に球団・球場公式の最新案内をご確認ください。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,更新確認待ち
swallows_jingu,明治神宮野球場,water_bottle,水筒,可,水筒は持ち込み可,公式ルールで持ち込み可能と明記されています。,球場公式,プロ野球観戦ルール,https://www.jingu-stadium.com/ticket/rule/rules.html,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,alcohol,アルコール,条件付き,缶・ビン入りは不可、その他の容器は要当日確認,アルコール自体の一律禁止は明記されていませんが、缶・ビン類は持ち込めません。イベントや主催者の追加ルールを確認してください。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,更新確認待ち
tigers_koshien,阪神甲子園球場,bag_check,手荷物検査,可,プロ野球開催時は全員に手荷物検査あり,缶・ビン類や危険物等の持ち込み防止のため、入場時に手荷物検査を実施します。,球場公式,プロ野球開催試合における手荷物検査,https://koshien.hanshin.co.jp/ticket/manner/manner_2.html,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,can,缶,不可,缶は持ち込み不可,移し替えサービス・移し替え用コップの提供はありません。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,carry_case,キャリーケース,条件付き,自席スペースに収まる大きさのみ可,預かり所・ロッカーはありません。大型のキャリーケースは持参せず、駅等のロッカー利用を推奨します。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,cashless,キャッシュレス,条件付き,現金と各種キャッシュレス決済に対応,一部ワゴン等を除き、クレジットカード、電子マネー、QR決済を利用できます。現金も利用可能です。,球場公式,よくあるご質問（飲食・物販）,https://koshien.hanshin.co.jp/qa/answer04.html,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,food,飲食物,可,一般の飲食物は持ち込み可,公式の持ち込み禁止物は缶・ビン類、危険物等で、一般食品の一律禁止はありません。容器やイベント固有ルールを確認してください。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,glass_bottle,ビン,不可,ビンは持ち込み不可,移し替えサービス・移し替え用コップの提供はありません。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,large_baggage,大型荷物,条件付き,自席スペースに収まる荷物のみ可,ロッカー・手荷物預かり所はありません。周囲や通路に支障を出さず、自席内に収める必要があります。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,pet_bottle,ペットボトル,可,ペットボトルは持ち込み可,缶・ビン類は不可ですが、ペットボトルは持ち込み可能です。プロ野球時は当日の主催者案内も確認してください。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,reentry,再入場,不可,一旦外出・再入場は不可,入場後に球場外へ出ると再入場できません。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,stroller,ベビーカー,条件付き,自席スペースに収め、通路を妨げないこと,球場内に預かり所はありません。周囲や通路に支障が出ないよう自席スペース内で管理します。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
tigers_koshien,阪神甲子園球場,umbrella,傘,要公式確認,公式サイトで明確な記載を確認できません,2026年7月25日時点で、確認した公式の観戦ルール・FAQ内に当該項目の明確な記載を確認できません。来場前に球団・球場公式の最新案内をご確認ください。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,更新確認待ち
tigers_koshien,阪神甲子園球場,water_bottle,水筒,可,水筒は持ち込み可,缶・ビン類は不可ですが、水筒は持ち込み可能です。プロ野球時は当日の主催者案内も確認してください。,球場公式,よくあるご質問,https://koshien.hanshin.co.jp/qa/answer01.html?guid=ON,2026/07/25,一次情報確認済
